in:Index,out:EveningMaxSunhoursLoss,out:EveningTotalSunhoursLoss,out:MaxSunhoursLoss,out:TotalSunhoursLoss,out:Volume,img_1,img_2
278,9,4798,14,12204,"663,333",{5;28}_SiteColibriView.png,{5;28}_SiteColibriView2.png
279,11,8404,17,20697,"526,000",{5;29}_SiteColibriView.png,{5;29}_SiteColibriView2.png
280,9,5875,16,13886,"589,333",{5;30}_SiteColibriView.png,{5;30}_SiteColibriView2.png
281,10,6935,18,16586,"503,000",{5;31}_SiteColibriView.png,{5;31}_SiteColibriView2.png
282,10,6624,16,16316,"555,667",{5;32}_SiteColibriView.png,{5;32}_SiteColibriView2.png
283,9,4931,14,12001,"610,333",{5;33}_SiteColibriView.png,{5;33}_SiteColibriView2.png
284,9,5468,13,12569,"644,667",{5;34}_SiteColibriView.png,{5;34}_SiteColibriView2.png
285,9,4705,14,9768,"711,333",{5;35}_SiteColibriView.png,{5;35}_SiteColibriView2.png
286,11,7001,18,17818,"488,667",{5;36}_SiteColibriView.png,{5;36}_SiteColibriView2.png
287,11,4577,15,10872,"697,000",{5;37}_SiteColibriView.png,{5;37}_SiteColibriView2.png
288,9,6224,17,15512,"530,000",{5;38}_SiteColibriView.png,{5;38}_SiteColibriView2.png
289,11,5125,16,11726,"663,333",{5;39}_SiteColibriView.png,{5;39}_SiteColibriView2.png
290,10,5087,14,12731,"663,333",{5;40}_SiteColibriView.png,{5;40}_SiteColibriView2.png
291,11,4904,16,11738,"638,667",{5;41}_SiteColibriView.png,{5;41}_SiteColibriView2.png
292,8,7412,16,17422,"594,333",{5;42}_SiteColibriView.png,{5;42}_SiteColibriView2.png
293,12,8694,20,21432,"495,667",{5;43}_SiteColibriView.png,{5;43}_SiteColibriView2.png
294,12,7556,18,19200,"503,000",{5;44}_SiteColibriView.png,{5;44}_SiteColibriView2.png
295,9,7499,20,18361,"530,000",{5;45}_SiteColibriView.png,{5;45}_SiteColibriView2.png
296,9,7870,16,17488,"555,667",{5;46}_SiteColibriView.png,{5;46}_SiteColibriView2.png
297,11,7675,17,19828,"530,000",{5;47}_SiteColibriView.png,{5;47}_SiteColibriView2.png
298,8,6271,16,15138,"615,667",{5;48}_SiteColibriView.png,{5;48}_SiteColibriView2.png
299,10,6845,18,17126,"530,000",{5;49}_SiteColibriView.png,{5;49}_SiteColibriView2.png
300,8,6504,14,16491,"650,667",{6;0}_SiteColibriView.png,{6;0}_SiteColibriView2.png
301,9,4938,16,11926,"627,000",{6;1}_SiteColibriView.png,{6;1}_SiteColibriView2.png
302,11,4919,16,12489,"621,333",{6;2}_SiteColibriView.png,{6;2}_SiteColibriView2.png
303,8,6697,15,16009,"551,333",{6;3}_SiteColibriView.png,{6;3}_SiteColibriView2.png
304,11,8404,17,20697,"526,000",{6;4}_SiteColibriView.png,{6;4}_SiteColibriView2.png
305,8,5604,15,14093,"565,000",{6;5}_SiteColibriView.png,{6;5}_SiteColibriView2.png
306,9,7853,18,20871,"522,000",{6;6}_SiteColibriView.png,{6;6}_SiteColibriView2.png
307,8,6504,14,16491,"650,667",{6;7}_SiteColibriView.png,{6;7}_SiteColibriView2.png
308,7,5911,15,15781,"584,333",{6;8}_SiteColibriView.png,{6;8}_SiteColibriView2.png
309,11,6896,16,17085,"530,000",{6;9}_SiteColibriView.png,{6;9}_SiteColibriView2.png
310,8,7261,16,19121,"547,000",{6;10}_SiteColibriView.png,{6;10}_SiteColibriView2.png
311,11,5048,16,12783,"589,333",{6;11}_SiteColibriView.png,{6;11}_SiteColibriView2.png
312,11,6434,17,15203,"560,333",{6;12}_SiteColibriView.png,{6;12}_SiteColibriView2.png
313,9,5863,18,14860,"560,333",{6;13}_SiteColibriView.png,{6;13}_SiteColibriView2.png
314,9,6224,17,15512,"530,000",{6;14}_SiteColibriView.png,{6;14}_SiteColibriView2.png
315,11,4719,14,11315,"638,667",{6;15}_SiteColibriView.png,{6;15}_SiteColibriView2.png
316,11,4577,15,10872,"697,000",{6;16}_SiteColibriView.png,{6;16}_SiteColibriView2.png
317,11,4577,15,10872,"697,000",{6;17}_SiteColibriView.png,{6;17}_SiteColibriView2.png
318,9,5997,14,14831,"604,667",{6;18}_SiteColibriView.png,{6;18}_SiteColibriView2.png
319,11,8404,17,20697,"526,000",{6;19}_SiteColibriView.png,{6;19}_SiteColibriView2.png
320,9,5875,16,13886,"589,333",{6;20}_SiteColibriView.png,{6;20}_SiteColibriView2.png
321,10,6935,18,16586,"503,000",{6;21}_SiteColibriView.png,{6;21}_SiteColibriView2.png
322,9,4931,14,12001,"610,333",{6;22}_SiteColibriView.png,{6;22}_SiteColibriView2.png
323,9,5468,13,12569,"644,667",{6;23}_SiteColibriView.png,{6;23}_SiteColibriView2.png
324,9,4705,14,9768,"711,333",{6;24}_SiteColibriView.png,{6;24}_SiteColibriView2.png
325,11,7001,18,17818,"488,667",{6;25}_SiteColibriView.png,{6;25}_SiteColibriView2.png
326,11,4577,15,10872,"697,000",{6;26}_SiteColibriView.png,{6;26}_SiteColibriView2.png
327,9,6224,17,15512,"530,000",{6;27}_SiteColibriView.png,{6;27}_SiteColibriView2.png
328,11,4498,14,10833,"711,333",{6;28}_SiteColibriView.png,{6;28}_SiteColibriView2.png
329,9,5114,14,10696,"663,333",{6;29}_SiteColibriView.png,{6;29}_SiteColibriView2.png
330,8,5695,12,14256,"683,000",{6;30}_SiteColibriView.png,{6;30}_SiteColibriView2.png
331,9,7784,15,19185,"534,333",{6;31}_SiteColibriView.png,{6;31}_SiteColibriView2.png
332,7,5926,16,14833,"594,333",{6;32}_SiteColibriView.png,{6;32}_SiteColibriView2.png
333,11,4577,15,10872,"697,000",{6;33}_SiteColibriView.png,{6;33}_SiteColibriView2.png
334,11,4577,15,10872,"697,000",{6;34}_SiteColibriView.png,{6;34}_SiteColibriView2.png
335,11,4577,15,10872,"697,000",{6;35}_SiteColibriView.png,{6;35}_SiteColibriView2.png
336,11,4919,16,12489,"621,333",{6;36}_SiteColibriView.png,{6;36}_SiteColibriView2.png
337,11,5366,15,13534,"584,333",{6;37}_SiteColibriView.png,{6;37}_SiteColibriView2.png
338,11,4496,14,11781,"638,667",{6;38}_SiteColibriView.png,{6;38}_SiteColibriView2.png
339,9,4938,16,11926,"627,000",{6;39}_SiteColibriView.png,{6;39}_SiteColibriView2.png
340,8,4750,14,11089,"657,000",{6;40}_SiteColibriView.png,{6;40}_SiteColibriView2.png
341,11,4986,16,12677,"604,667",{6;41}_SiteColibriView.png,{6;41}_SiteColibriView2.png
342,9,6579,12,15192,"569,667",{6;42}_SiteColibriView.png,{6;42}_SiteColibriView2.png
343,9,4580,13,10493,"676,333",{6;43}_SiteColibriView.png,{6;43}_SiteColibriView2.png
344,9,4665,14,9564,"726,667",{6;44}_SiteColibriView.png,{6;44}_SiteColibriView2.png
345,11,6631,18,16951,"526,000",{6;45}_SiteColibriView.png,{6;45}_SiteColibriView2.png
346,7,4105,14,9203,"734,333",{6;46}_SiteColibriView.png,{6;46}_SiteColibriView2.png
347,11,5331,14,14428,"589,333",{6;47}_SiteColibriView.png,{6;47}_SiteColibriView2.png
348,9,6454,20,15387,"506,667",{6;48}_SiteColibriView.png,{6;48}_SiteColibriView2.png
349,9,6004,15,16003,"538,333",{6;49}_SiteColibriView.png,{6;49}_SiteColibriView2.png
350,9,6454,20,15387,"506,667",{7;0}_SiteColibriView.png,{7;0}_SiteColibriView2.png
351,11,5452,14,13700,"589,333",{7;1}_SiteColibriView.png,{7;1}_SiteColibriView2.png
352,11,7001,18,17818,"488,667",{7;2}_SiteColibriView.png,{7;2}_SiteColibriView2.png
353,8,4590,11,10829,"697,000",{7;3}_SiteColibriView.png,{7;3}_SiteColibriView2.png
354,8,3982,12,10004,"742,333",{7;4}_SiteColibriView.png,{7;4}_SiteColibriView2.png
355,9,7853,18,20871,"522,000",{7;5}_SiteColibriView.png,{7;5}_SiteColibriView2.png
356,7,4105,14,9203,"734,333",{7;6}_SiteColibriView.png,{7;6}_SiteColibriView2.png
357,10,6935,18,16586,"503,000",{7;7}_SiteColibriView.png,{7;7}_SiteColibriView2.png
358,8,7261,16,19121,"547,000",{7;8}_SiteColibriView.png,{7;8}_SiteColibriView2.png
359,9,4580,13,10493,"676,333",{7;9}_SiteColibriView.png,{7;9}_SiteColibriView2.png
360,8,5466,12,12150,"599,667",{7;10}_SiteColibriView.png,{7;10}_SiteColibriView2.png
361,7,5926,16,14833,"594,333",{7;11}_SiteColibriView.png,{7;11}_SiteColibriView2.png
362,9,5114,14,10696,"663,333",{7;12}_SiteColibriView.png,{7;12}_SiteColibriView2.png
363,11,4719,14,11315,"638,667",{7;13}_SiteColibriView.png,{7;13}_SiteColibriView2.png
364,9,7784,15,19185,"534,333",{7;14}_SiteColibriView.png,{7;14}_SiteColibriView2.png
365,9,4665,14,9564,"726,667",{7;15}_SiteColibriView.png,{7;15}_SiteColibriView2.png
366,9,6113,17,15113,"555,667",{7;16}_SiteColibriView.png,{7;16}_SiteColibriView2.png
367,9,6224,17,15512,"530,000",{7;17}_SiteColibriView.png,{7;17}_SiteColibriView2.png
368,9,4931,14,12001,"610,333",{7;18}_SiteColibriView.png,{7;18}_SiteColibriView2.png
369,11,5366,15,13534,"584,333",{7;19}_SiteColibriView.png,{7;19}_SiteColibriView2.png
370,8,4210,16,10786,"704,333",{7;20}_SiteColibriView.png,{7;20}_SiteColibriView2.png
371,8,4750,14,11089,"657,000",{7;21}_SiteColibriView.png,{7;21}_SiteColibriView2.png
372,8,5604,15,14093,"565,000",{7;22}_SiteColibriView.png,{7;22}_SiteColibriView2.png
373,9,5863,18,14860,"560,333",{7;23}_SiteColibriView.png,{7;23}_SiteColibriView2.png
374,11,6896,16,17085,"530,000",{7;24}_SiteColibriView.png,{7;24}_SiteColibriView2.png
375,8,6697,15,16009,"551,333",{7;25}_SiteColibriView.png,{7;25}_SiteColibriView2.png
376,11,6555,18,16456,"518,000",{7;26}_SiteColibriView.png,{7;26}_SiteColibriView2.png
377,11,4847,14,12323,"615,667",{7;27}_SiteColibriView.png,{7;27}_SiteColibriView2.png
378,9,6004,15,16003,"538,333",{7;28}_SiteColibriView.png,{7;28}_SiteColibriView2.png
379,11,4577,15,10872,"697,000",{7;29}_SiteColibriView.png,{7;29}_SiteColibriView2.png
380,11,4986,16,12677,"604,667",{7;30}_SiteColibriView.png,{7;30}_SiteColibriView2.png
381,9,5803,14,15057,"594,333",{7;31}_SiteColibriView.png,{7;31}_SiteColibriView2.png
382,11,5331,14,14428,"589,333",{7;32}_SiteColibriView.png,{7;32}_SiteColibriView2.png
383,9,6579,12,15192,"569,667",{7;33}_SiteColibriView.png,{7;33}_SiteColibriView2.png
384,9,5431,18,13491,"574,333",{7;34}_SiteColibriView.png,{7;34}_SiteColibriView2.png
385,11,5211,14,13085,"599,667",{7;35}_SiteColibriView.png,{7;35}_SiteColibriView2.png
386,11,4496,14,11781,"638,667",{7;36}_SiteColibriView.png,{7;36}_SiteColibriView2.png
387,11,4498,14,10833,"711,333",{7;37}_SiteColibriView.png,{7;37}_SiteColibriView2.png
388,11,6901,15,16779,"522,000",{7;38}_SiteColibriView.png,{7;38}_SiteColibriView2.png
389,11,4577,15,10872,"697,000",{7;39}_SiteColibriView.png,{7;39}_SiteColibriView2.png
390,9,4705,14,9768,"711,333",{7;40}_SiteColibriView.png,{7;40}_SiteColibriView2.png
391,11,5048,16,12783,"589,333",{7;41}_SiteColibriView.png,{7;41}_SiteColibriView2.png
392,11,5082,16,11646,"615,667",{7;42}_SiteColibriView.png,{7;42}_SiteColibriView2.png
393,9,4938,16,11926,"627,000",{7;43}_SiteColibriView.png,{7;43}_SiteColibriView2.png
394,7,5911,15,15781,"584,333",{7;44}_SiteColibriView.png,{7;44}_SiteColibriView2.png
395,11,5186,16,13196,"560,333",{7;45}_SiteColibriView.png,{7;45}_SiteColibriView2.png
396,11,4496,14,11781,"638,667",{7;46}_SiteColibriView.png,{7;46}_SiteColibriView2.png
397,9,4938,16,11926,"627,000",{7;47}_SiteColibriView.png,{7;47}_SiteColibriView2.png
398,11,5071,14,13338,"594,333",{7;48}_SiteColibriView.png,{7;48}_SiteColibriView2.png
399,9,6224,17,15512,"530,000",{7;49}_SiteColibriView.png,{7;49}_SiteColibriView2.png
400,7,4105,14,9203,"734,333",{8;0}_SiteColibriView.png,{8;0}_SiteColibriView2.png
401,8,3982,12,10004,"742,333",{8;1}_SiteColibriView.png,{8;1}_SiteColibriView2.png
402,11,5331,14,14428,"589,333",{8;2}_SiteColibriView.png,{8;2}_SiteColibriView2.png
403,9,6243,20,14946,"542,667",{8;3}_SiteColibriView.png,{8;3}_SiteColibriView2.png
404,7,4972,14,10897,"697,000",{8;4}_SiteColibriView.png,{8;4}_SiteColibriView2.png
405,11,7001,18,17818,"488,667",{8;5}_SiteColibriView.png,{8;5}_SiteColibriView2.png
406,8,4590,11,10829,"697,000",{8;6}_SiteColibriView.png,{8;6}_SiteColibriView2.png
407,10,6309,13,13833,"569,667",{8;7}_SiteColibriView.png,{8;7}_SiteColibriView2.png
408,8,4210,16,10786,"704,333",{8;8}_SiteColibriView.png,{8;8}_SiteColibriView2.png
409,10,6935,18,16586,"503,000",{8;9}_SiteColibriView.png,{8;9}_SiteColibriView2.png
410,8,5466,12,12150,"599,667",{8;10}_SiteColibriView.png,{8;10}_SiteColibriView2.png
411,9,6224,17,15512,"530,000",{8;11}_SiteColibriView.png,{8;11}_SiteColibriView2.png
412,7,5911,15,15781,"584,333",{8;12}_SiteColibriView.png,{8;12}_SiteColibriView2.png
413,9,4705,14,9768,"711,333",{8;13}_SiteColibriView.png,{8;13}_SiteColibriView2.png
414,9,6454,20,15387,"506,667",{8;14}_SiteColibriView.png,{8;14}_SiteColibriView2.png
415,11,5366,15,13534,"584,333",{8;15}_SiteColibriView.png,{8;15}_SiteColibriView2.png
416,9,5863,18,14860,"560,333",{8;16}_SiteColibriView.png,{8;16}_SiteColibriView2.png
417,8,4924,13,11690,"610,333",{8;17}_SiteColibriView.png,{8;17}_SiteColibriView2.png
418,8,4025,12,9717,"719,000",{8;18}_SiteColibriView.png,{8;18}_SiteColibriView2.png
419,9,4580,13,10493,"676,333",{8;19}_SiteColibriView.png,{8;19}_SiteColibriView2.png
420,11,6924,16,17778,"506,667",{8;20}_SiteColibriView.png,{8;20}_SiteColibriView2.png
421,11,5071,14,13338,"594,333",{8;21}_SiteColibriView.png,{8;21}_SiteColibriView2.png
422,8,5604,15,14093,"565,000",{8;22}_SiteColibriView.png,{8;22}_SiteColibriView2.png
423,8,6756,14,17556,"526,000",{8;23}_SiteColibriView.png,{8;23}_SiteColibriView2.png
424,8,4750,14,11089,"657,000",{8;24}_SiteColibriView.png,{8;24}_SiteColibriView2.png
425,9,6579,12,15192,"569,667",{8;25}_SiteColibriView.png,{8;25}_SiteColibriView2.png
426,9,4665,14,9564,"726,667",{8;26}_SiteColibriView.png,{8;26}_SiteColibriView2.png
427,11,4498,14,10833,"711,333",{8;27}_SiteColibriView.png,{8;27}_SiteColibriView2.png
428,9,6224,17,15512,"530,000",{8;28}_SiteColibriView.png,{8;28}_SiteColibriView2.png
429,9,5114,14,10696,"663,333",{8;29}_SiteColibriView.png,{8;29}_SiteColibriView2.png
430,11,6239,16,15918,"551,333",{8;30}_SiteColibriView.png,{8;30}_SiteColibriView2.png
431,9,4843,14,11602,"615,667",{8;31}_SiteColibriView.png,{8;31}_SiteColibriView2.png
432,11,5048,16,12783,"589,333",{8;32}_SiteColibriView.png,{8;32}_SiteColibriView2.png
433,11,6896,16,17085,"530,000",{8;33}_SiteColibriView.png,{8;33}_SiteColibriView2.png
434,7,5920,15,15907,"574,333",{8;34}_SiteColibriView.png,{8;34}_SiteColibriView2.png
435,11,4577,15,10872,"697,000",{8;35}_SiteColibriView.png,{8;35}_SiteColibriView2.png
436,11,4496,14,11781,"638,667",{8;36}_SiteColibriView.png,{8;36}_SiteColibriView2.png
437,9,6474,15,16149,"534,333",{8;37}_SiteColibriView.png,{8;37}_SiteColibriView2.png
438,9,5803,14,15057,"594,333",{8;38}_SiteColibriView.png,{8;38}_SiteColibriView2.png
439,11,4719,14,11342,"632,667",{8;39}_SiteColibriView.png,{8;39}_SiteColibriView2.png
440,11,5211,14,13085,"599,667",{8;40}_SiteColibriView.png,{8;40}_SiteColibriView2.png
441,11,6901,15,16779,"522,000",{8;41}_SiteColibriView.png,{8;41}_SiteColibriView2.png
442,8,5480,15,14442,"574,333",{8;42}_SiteColibriView.png,{8;42}_SiteColibriView2.png
443,9,6113,17,15113,"555,667",{8;43}_SiteColibriView.png,{8;43}_SiteColibriView2.png
444,11,4496,14,11781,"638,667",{8;44}_SiteColibriView.png,{8;44}_SiteColibriView2.png
445,9,6281,18,14860,"518,000",{8;45}_SiteColibriView.png,{8;45}_SiteColibriView2.png
446,8,6697,15,16009,"551,333",{8;46}_SiteColibriView.png,{8;46}_SiteColibriView2.png
447,11,5394,17,13098,"574,333",{8;47}_SiteColibriView.png,{8;47}_SiteColibriView2.png
448,9,4841,16,12053,"594,333",{8;48}_SiteColibriView.png,{8;48}_SiteColibriView2.png
449,7,5926,16,14833,"594,333",{8;49}_SiteColibriView.png,{8;49}_SiteColibriView2.png
450,11,4496,14,11781,"638,667",{9;0}_SiteColibriView.png,{9;0}_SiteColibriView2.png
451,8,4590,11,10829,"697,000",{9;1}_SiteColibriView.png,{9;1}_SiteColibriView2.png
452,9,6454,20,15387,"506,667",{9;2}_SiteColibriView.png,{9;2}_SiteColibriView2.png
453,8,7112,13,17874,"538,333",{9;3}_SiteColibriView.png,{9;3}_SiteColibriView2.png
454,8,3982,12,10004,"742,333",{9;4}_SiteColibriView.png,{9;4}_SiteColibriView2.png
455,7,4105,14,9203,"734,333",{9;5}_SiteColibriView.png,{9;5}_SiteColibriView2.png
456,11,7001,18,17818,"488,667",{9;6}_SiteColibriView.png,{9;6}_SiteColibriView2.png
457,7,5926,16,14833,"594,333",{9;7}_SiteColibriView.png,{9;7}_SiteColibriView2.png
458,11,5902,14,13485,"584,333",{9;8}_SiteColibriView.png,{9;8}_SiteColibriView2.png
459,9,5278,15,12696,"574,333",{9;9}_SiteColibriView.png,{9;9}_SiteColibriView2.png
460,10,6074,17,14106,"551,333",{9;10}_SiteColibriView.png,{9;10}_SiteColibriView2.png
461,10,6935,18,16586,"503,000",{9;11}_SiteColibriView.png,{9;11}_SiteColibriView2.png
462,9,6224,17,15512,"530,000",{9;12}_SiteColibriView.png,{9;12}_SiteColibriView2.png
463,8,6795,16,17401,"530,000",{9;13}_SiteColibriView.png,{9;13}_SiteColibriView2.png
464,7,4972,14,10897,"697,000",{9;14}_SiteColibriView.png,{9;14}_SiteColibriView2.png
465,9,4580,13,10493,"676,333",{9;15}_SiteColibriView.png,{9;15}_SiteColibriView2.png
466,8,4210,16,10786,"704,333",{9;16}_SiteColibriView.png,{9;16}_SiteColibriView2.png
467,9,6086,18,13853,"555,667",{9;17}_SiteColibriView.png,{9;17}_SiteColibriView2.png
468,11,4577,15,10872,"697,000",{9;18}_SiteColibriView.png,{9;18}_SiteColibriView2.png
469,9,6579,12,15192,"569,667",{9;19}_SiteColibriView.png,{9;19}_SiteColibriView2.png
470,10,6309,13,13833,"569,667",{9;20}_SiteColibriView.png,{9;20}_SiteColibriView2.png
471,9,6138,18,15599,"530,000",{9;21}_SiteColibriView.png,{9;21}_SiteColibriView2.png
472,8,4750,14,11089,"657,000",{9;22}_SiteColibriView.png,{9;22}_SiteColibriView2.png
473,9,5114,14,10696,"663,333",{9;23}_SiteColibriView.png,{9;23}_SiteColibriView2.png
474,8,5604,15,14093,"565,000",{9;24}_SiteColibriView.png,{9;24}_SiteColibriView2.png
475,8,4924,13,11690,"610,333",{9;25}_SiteColibriView.png,{9;25}_SiteColibriView2.png
476,9,5981,16,14778,"538,333",{9;26}_SiteColibriView.png,{9;26}_SiteColibriView2.png
477,11,5644,15,13748,"560,333",{9;27}_SiteColibriView.png,{9;27}_SiteColibriView2.png
478,8,5466,12,12150,"599,667",{9;28}_SiteColibriView.png,{9;28}_SiteColibriView2.png
479,8,4694,14,11245,"615,667",{9;29}_SiteColibriView.png,{9;29}_SiteColibriView2.png
480,11,4499,14,11784,"621,333",{9;30}_SiteColibriView.png,{9;30}_SiteColibriView2.png
481,11,6901,15,16779,"522,000",{9;31}_SiteColibriView.png,{9;31}_SiteColibriView2.png
482,9,4665,14,9564,"726,667",{9;32}_SiteColibriView.png,{9;32}_SiteColibriView2.png
483,9,6704,15,17047,"526,000",{9;33}_SiteColibriView.png,{9;33}_SiteColibriView2.png
484,9,5863,18,14860,"560,333",{9;34}_SiteColibriView.png,{9;34}_SiteColibriView2.png
485,9,6474,15,16149,"534,333",{9;35}_SiteColibriView.png,{9;35}_SiteColibriView2.png
486,7,5444,16,15346,"569,667",{9;36}_SiteColibriView.png,{9;36}_SiteColibriView2.png
487,9,6281,18,14860,"518,000",{9;37}_SiteColibriView.png,{9;37}_SiteColibriView2.png
488,9,4925,14,12187,"589,333",{9;38}_SiteColibriView.png,{9;38}_SiteColibriView2.png
489,11,4937,15,11924,"584,333",{9;39}_SiteColibriView.png,{9;39}_SiteColibriView2.png
490,8,6697,15,16009,"551,333",{9;40}_SiteColibriView.png,{9;40}_SiteColibriView2.png
491,11,4496,14,11781,"638,667",{9;41}_SiteColibriView.png,{9;41}_SiteColibriView2.png
492,11,5091,14,13943,"584,333",{9;42}_SiteColibriView.png,{9;42}_SiteColibriView2.png
493,11,5263,18,13924,"565,000",{9;43}_SiteColibriView.png,{9;43}_SiteColibriView2.png
494,10,6072,14,14215,"555,667",{9;44}_SiteColibriView.png,{9;44}_SiteColibriView2.png
495,11,6924,16,17778,"506,667",{9;45}_SiteColibriView.png,{9;45}_SiteColibriView2.png
496,11,5517,14,14644,"565,000",{9;46}_SiteColibriView.png,{9;46}_SiteColibriView2.png
497,8,4025,12,9717,"719,000",{9;47}_SiteColibriView.png,{9;47}_SiteColibriView2.png
498,11,6516,16,17618,"518,000",{9;48}_SiteColibriView.png,{9;48}_SiteColibriView2.png
499,9,5953,16,15057,"534,333",{9;49}_SiteColibriView.png,{9;49}_SiteColibriView2.png
500,12,7341,16,17579,"514,000",{10;0}_SiteColibriView.png,{10;0}_SiteColibriView2.png
501,8,3963,12,9957,"719,000",{10;1}_SiteColibriView.png,{10;1}_SiteColibriView2.png
502,11,6612,18,16950,"475,000",{10;2}_SiteColibriView.png,{10;2}_SiteColibriView2.png
503,11,7060,17,18536,"503,000",{10;3}_SiteColibriView.png,{10;3}_SiteColibriView2.png
504,7,4105,14,9203,"734,333",{10;4}_SiteColibriView.png,{10;4}_SiteColibriView2.png
505,7,4055,11,9297,"719,000",{10;5}_SiteColibriView.png,{10;5}_SiteColibriView2.png
506,9,6454,20,15387,"506,667",{10;6}_SiteColibriView.png,{10;6}_SiteColibriView2.png
507,11,5263,18,13924,"565,000",{10;7}_SiteColibriView.png,{10;7}_SiteColibriView2.png
508,9,4580,13,10493,"676,333",{10;8}_SiteColibriView.png,{10;8}_SiteColibriView2.png
509,8,5604,15,14093,"565,000",{10;9}_SiteColibriView.png,{10;9}_SiteColibriView2.png
510,9,6474,15,16149,"534,333",{10;10}_SiteColibriView.png,{10;10}_SiteColibriView2.png
511,7,5721,16,14485,"584,333",{10;11}_SiteColibriView.png,{10;11}_SiteColibriView2.png
512,8,4210,16,10786,"704,333",{10;12}_SiteColibriView.png,{10;12}_SiteColibriView2.png
513,8,4750,14,11089,"657,000",{10;13}_SiteColibriView.png,{10;13}_SiteColibriView2.png
514,9,6389,18,15468,"506,667",{10;14}_SiteColibriView.png,{10;14}_SiteColibriView2.png
515,9,6224,17,15512,"530,000",{10;15}_SiteColibriView.png,{10;15}_SiteColibriView2.png
516,10,6074,17,14106,"551,333",{10;16}_SiteColibriView.png,{10;16}_SiteColibriView2.png
517,10,6072,14,14215,"555,667",{10;17}_SiteColibriView.png,{10;17}_SiteColibriView2.png
518,9,5114,14,10696,"663,333",{10;18}_SiteColibriView.png,{10;18}_SiteColibriView2.png
519,9,6704,15,17047,"526,000",{10;19}_SiteColibriView.png,{10;19}_SiteColibriView2.png
520,8,5939,12,13504,"579,333",{10;20}_SiteColibriView.png,{10;20}_SiteColibriView2.png
521,7,5444,16,15346,"569,667",{10;21}_SiteColibriView.png,{10;21}_SiteColibriView2.png
522,8,7112,13,17874,"538,333",{10;22}_SiteColibriView.png,{10;22}_SiteColibriView2.png
523,8,4590,11,10829,"697,000",{10;23}_SiteColibriView.png,{10;23}_SiteColibriView2.png
524,9,5580,16,14064,"560,333",{10;24}_SiteColibriView.png,{10;24}_SiteColibriView2.png
525,10,6309,13,13833,"569,667",{10;25}_SiteColibriView.png,{10;25}_SiteColibriView2.png
526,10,6935,18,16586,"503,000",{10;26}_SiteColibriView.png,{10;26}_SiteColibriView2.png
527,8,4210,16,10786,"704,333",{10;27}_SiteColibriView.png,{10;27}_SiteColibriView2.png
528,9,3970,13,9674,"697,000",{10;28}_SiteColibriView.png,{10;28}_SiteColibriView2.png
529,11,6016,18,14207,"555,667",{10;29}_SiteColibriView.png,{10;29}_SiteColibriView2.png
