in:Index,out:EveningMaxSunhoursLoss,out:EveningTotalSunhoursLoss,out:MaxSunhoursLoss,out:TotalSunhoursLoss,out:Volume,img_1,img_2
1297,11,5838,16,14811,"506,667",{25;47}_SiteColibriView.png,{25;47}_SiteColibriView2.png
1298,7,3797,11,8892,"726,667",{25;48}_SiteColibriView.png,{25;48}_SiteColibriView2.png
1299,8,4509,11,11219,"594,333",{25;49}_SiteColibriView.png,{25;49}_SiteColibriView2.png
1300,8,3768,11,8433,"734,333",{26;0}_SiteColibriView.png,{26;0}_SiteColibriView2.png
1301,7,3758,16,8765,"704,333",{26;1}_SiteColibriView.png,{26;1}_SiteColibriView2.png
1302,11,6473,18,16796,"465,333",{26;2}_SiteColibriView.png,{26;2}_SiteColibriView2.png
1303,5,3880,9,8975,"704,333",{26;3}_SiteColibriView.png,{26;3}_SiteColibriView2.png
1304,7,7664,15,18966,"518,000",{26;4}_SiteColibriView.png,{26;4}_SiteColibriView2.png
1305,7,7664,15,18966,"518,000",{26;5}_SiteColibriView.png,{26;5}_SiteColibriView2.png
1306,12,7102,16,16563,"485,000",{26;6}_SiteColibriView.png,{26;6}_SiteColibriView2.png
1307,6,3786,9,8304,"734,333",{26;7}_SiteColibriView.png,{26;7}_SiteColibriView2.png
1308,6,4915,9,10847,"599,667",{26;8}_SiteColibriView.png,{26;8}_SiteColibriView2.png
1309,7,7615,15,18598,"522,000",{26;9}_SiteColibriView.png,{26;9}_SiteColibriView2.png
1310,6,4078,10,9316,"683,000",{26;10}_SiteColibriView.png,{26;10}_SiteColibriView2.png
1311,11,6557,17,16692,"471,667",{26;11}_SiteColibriView.png,{26;11}_SiteColibriView2.png
1312,10,6531,14,15376,"499,333",{26;12}_SiteColibriView.png,{26;12}_SiteColibriView2.png
1313,8,6219,14,16834,"503,000",{26;13}_SiteColibriView.png,{26;13}_SiteColibriView2.png
1314,9,5469,16,13796,"522,000",{26;14}_SiteColibriView.png,{26;14}_SiteColibriView2.png
1315,9,4198,13,9643,"663,333",{26;15}_SiteColibriView.png,{26;15}_SiteColibriView2.png
1316,9,5070,13,12278,"555,667",{26;16}_SiteColibriView.png,{26;16}_SiteColibriView2.png
1317,10,6018,14,14274,"534,333",{26;17}_SiteColibriView.png,{26;17}_SiteColibriView2.png
1318,9,5360,16,12963,"530,000",{26;18}_SiteColibriView.png,{26;18}_SiteColibriView2.png
1319,11,6188,17,15941,"488,667",{26;19}_SiteColibriView.png,{26;19}_SiteColibriView2.png
1320,11,6209,18,15811,"471,667",{26;20}_SiteColibriView.png,{26;20}_SiteColibriView2.png
1321,6,5568,10,14392,"542,667",{26;21}_SiteColibriView.png,{26;21}_SiteColibriView2.png
1322,7,4936,12,12355,"547,000",{26;22}_SiteColibriView.png,{26;22}_SiteColibriView2.png
1323,8,6300,14,16557,"503,000",{26;23}_SiteColibriView.png,{26;23}_SiteColibriView2.png
1324,8,5924,18,13807,"514,000",{26;24}_SiteColibriView.png,{26;24}_SiteColibriView2.png
1325,8,3864,11,8529,"719,000",{26;25}_SiteColibriView.png,{26;25}_SiteColibriView2.png
1326,7,4494,12,11168,"579,333",{26;26}_SiteColibriView.png,{26;26}_SiteColibriView2.png
1327,8,5754,16,14481,"503,000",{26;27}_SiteColibriView.png,{26;27}_SiteColibriView2.png
1328,8,5343,11,13621,"551,333",{26;28}_SiteColibriView.png,{26;28}_SiteColibriView2.png
1329,5,3899,10,8711,"719,000",{26;29}_SiteColibriView.png,{26;29}_SiteColibriView2.png
1330,7,4731,12,11423,"565,000",{26;30}_SiteColibriView.png,{26;30}_SiteColibriView2.png
1331,6,4171,9,10084,"632,667",{26;31}_SiteColibriView.png,{26;31}_SiteColibriView2.png
1332,7,4494,12,11168,"579,333",{26;32}_SiteColibriView.png,{26;32}_SiteColibriView2.png
1333,5,3880,9,8975,"704,333",{26;33}_SiteColibriView.png,{26;33}_SiteColibriView2.png
1334,9,5531,15,13619,"522,000",{26;34}_SiteColibriView.png,{26;34}_SiteColibriView2.png
1335,7,4365,12,9727,"657,000",{26;35}_SiteColibriView.png,{26;35}_SiteColibriView2.png
1336,8,5272,12,11949,"551,333",{26;36}_SiteColibriView.png,{26;36}_SiteColibriView2.png
1337,8,4874,11,11575,"584,333",{26;37}_SiteColibriView.png,{26;37}_SiteColibriView2.png
1338,6,3786,9,8304,"734,333",{26;38}_SiteColibriView.png,{26;38}_SiteColibriView2.png
1339,7,4428,9,10637,"604,667",{26;39}_SiteColibriView.png,{26;39}_SiteColibriView2.png
1340,8,3963,14,9183,"690,000",{26;40}_SiteColibriView.png,{26;40}_SiteColibriView2.png
1341,6,4740,11,10882,"627,000",{26;41}_SiteColibriView.png,{26;41}_SiteColibriView2.png
1342,8,5717,14,14504,"514,000",{26;42}_SiteColibriView.png,{26;42}_SiteColibriView2.png
1343,8,4328,11,9033,"697,000",{26;43}_SiteColibriView.png,{26;43}_SiteColibriView2.png
1344,9,4387,14,10355,"621,333",{26;44}_SiteColibriView.png,{26;44}_SiteColibriView2.png
1345,7,3797,11,8892,"726,667",{26;45}_SiteColibriView.png,{26;45}_SiteColibriView2.png
1346,9,6470,16,15845,"488,667",{26;46}_SiteColibriView.png,{26;46}_SiteColibriView2.png
1347,8,4509,11,11219,"594,333",{26;47}_SiteColibriView.png,{26;47}_SiteColibriView2.png
1348,9,5717,17,13272,"526,000",{26;48}_SiteColibriView.png,{26;48}_SiteColibriView2.png
1349,9,5980,18,15423,"499,333",{26;49}_SiteColibriView.png,{26;49}_SiteColibriView2.png
1350,11,6209,18,15811,"471,667",{27;0}_SiteColibriView.png,{27;0}_SiteColibriView2.png
1351,6,3786,9,8304,"734,333",{27;1}_SiteColibriView.png,{27;1}_SiteColibriView2.png
1352,8,6219,14,16834,"503,000",{27;2}_SiteColibriView.png,{27;2}_SiteColibriView2.png
1353,5,3880,9,8975,"704,333",{27;3}_SiteColibriView.png,{27;3}_SiteColibriView2.png
1354,12,7102,16,16563,"485,000",{27;4}_SiteColibriView.png,{27;4}_SiteColibriView2.png
1355,7,3644,11,8779,"750,333",{27;5}_SiteColibriView.png,{27;5}_SiteColibriView2.png
1356,5,4343,10,10204,"638,667",{27;6}_SiteColibriView.png,{27;6}_SiteColibriView2.png
1357,12,7102,16,16563,"485,000",{27;7}_SiteColibriView.png,{27;7}_SiteColibriView2.png
1358,11,6473,18,16796,"465,333",{27;8}_SiteColibriView.png,{27;8}_SiteColibriView2.png
1359,11,6188,17,15941,"488,667",{27;9}_SiteColibriView.png,{27;9}_SiteColibriView2.png
1360,11,6557,17,16692,"471,667",{27;10}_SiteColibriView.png,{27;10}_SiteColibriView2.png
1361,6,5568,10,14392,"542,667",{27;11}_SiteColibriView.png,{27;11}_SiteColibriView2.png
1362,7,4494,12,11168,"579,333",{27;12}_SiteColibriView.png,{27;12}_SiteColibriView2.png
1363,9,6317,18,16469,"492,000",{27;13}_SiteColibriView.png,{27;13}_SiteColibriView2.png
1364,8,5272,12,11949,"551,333",{27;14}_SiteColibriView.png,{27;14}_SiteColibriView2.png
1365,10,6018,14,14274,"534,333",{27;15}_SiteColibriView.png,{27;15}_SiteColibriView2.png
1366,11,5873,16,15019,"495,667",{27;16}_SiteColibriView.png,{27;16}_SiteColibriView2.png
1367,9,5531,15,13619,"522,000",{27;17}_SiteColibriView.png,{27;17}_SiteColibriView2.png
1368,7,4365,12,9727,"657,000",{27;18}_SiteColibriView.png,{27;18}_SiteColibriView2.png
1369,9,5980,18,15423,"499,333",{27;19}_SiteColibriView.png,{27;19}_SiteColibriView2.png
1370,9,4198,13,9643,"663,333",{27;20}_SiteColibriView.png,{27;20}_SiteColibriView2.png
1371,8,3963,14,9183,"690,000",{27;21}_SiteColibriView.png,{27;21}_SiteColibriView2.png
1372,10,6295,14,14785,"499,333",{27;22}_SiteColibriView.png,{27;22}_SiteColibriView2.png
1373,9,4142,13,9308,"669,667",{27;23}_SiteColibriView.png,{27;23}_SiteColibriView2.png
1374,8,5717,14,14504,"514,000",{27;24}_SiteColibriView.png,{27;24}_SiteColibriView2.png
1375,9,6470,16,15845,"488,667",{27;25}_SiteColibriView.png,{27;25}_SiteColibriView2.png
1376,5,3899,10,8711,"719,000",{27;26}_SiteColibriView.png,{27;26}_SiteColibriView2.png
1377,5,3880,9,8975,"704,333",{27;27}_SiteColibriView.png,{27;27}_SiteColibriView2.png
1378,7,4953,11,11788,"565,000",{27;28}_SiteColibriView.png,{27;28}_SiteColibriView2.png
1379,6,3786,9,8304,"734,333",{27;29}_SiteColibriView.png,{27;29}_SiteColibriView2.png
1380,9,5360,16,12963,"530,000",{27;30}_SiteColibriView.png,{27;30}_SiteColibriView2.png
1381,8,4079,11,8939,"697,000",{27;31}_SiteColibriView.png,{27;31}_SiteColibriView2.png
1382,9,5547,15,13527,"514,000",{27;32}_SiteColibriView.png,{27;32}_SiteColibriView2.png
1383,7,4428,9,10637,"604,667",{27;33}_SiteColibriView.png,{27;33}_SiteColibriView2.png
1384,9,5070,13,12278,"555,667",{27;34}_SiteColibriView.png,{27;34}_SiteColibriView2.png
1385,9,4387,14,10355,"621,333",{27;35}_SiteColibriView.png,{27;35}_SiteColibriView2.png
1386,9,5666,18,14202,"510,333",{27;36}_SiteColibriView.png,{27;36}_SiteColibriView2.png
1387,6,4078,10,9316,"683,000",{27;37}_SiteColibriView.png,{27;37}_SiteColibriView2.png
1388,8,4874,11,11575,"584,333",{27;38}_SiteColibriView.png,{27;38}_SiteColibriView2.png
1389,7,4936,12,12355,"547,000",{27;39}_SiteColibriView.png,{27;39}_SiteColibriView2.png
1390,7,4731,12,11423,"565,000",{27;40}_SiteColibriView.png,{27;40}_SiteColibriView2.png
1391,6,4171,9,10084,"632,667",{27;41}_SiteColibriView.png,{27;41}_SiteColibriView2.png
1392,6,4740,11,10882,"627,000",{27;42}_SiteColibriView.png,{27;42}_SiteColibriView2.png
1393,8,4509,11,11219,"594,333",{27;43}_SiteColibriView.png,{27;43}_SiteColibriView2.png
1394,7,3797,11,8892,"726,667",{27;44}_SiteColibriView.png,{27;44}_SiteColibriView2.png
1395,7,5291,9,13191,"555,667",{27;45}_SiteColibriView.png,{27;45}_SiteColibriView2.png
1396,8,5431,16,13145,"514,000",{27;46}_SiteColibriView.png,{27;46}_SiteColibriView2.png
1397,8,3864,11,8529,"719,000",{27;47}_SiteColibriView.png,{27;47}_SiteColibriView2.png
1398,6,4915,9,10847,"599,667",{27;48}_SiteColibriView.png,{27;48}_SiteColibriView2.png
1399,8,5754,16,14481,"503,000",{27;49}_SiteColibriView.png,{27;49}_SiteColibriView2.png
1400,5,3880,9,8975,"704,333",{28;0}_SiteColibriView.png,{28;0}_SiteColibriView2.png
1401,9,6317,18,16469,"492,000",{28;1}_SiteColibriView.png,{28;1}_SiteColibriView2.png
1402,6,3786,9,8304,"734,333",{28;2}_SiteColibriView.png,{28;2}_SiteColibriView2.png
1403,11,6473,18,16796,"465,333",{28;3}_SiteColibriView.png,{28;3}_SiteColibriView2.png
1404,7,3644,11,8779,"750,333",{28;4}_SiteColibriView.png,{28;4}_SiteColibriView2.png
1405,12,7102,16,16563,"485,000",{28;5}_SiteColibriView.png,{28;5}_SiteColibriView2.png
1406,12,7102,16,16563,"485,000",{28;6}_SiteColibriView.png,{28;6}_SiteColibriView2.png
1407,11,6557,17,16692,"471,667",{28;7}_SiteColibriView.png,{28;7}_SiteColibriView2.png
1408,9,5939,17,14871,"499,333",{28;8}_SiteColibriView.png,{28;8}_SiteColibriView2.png
1409,10,6295,14,14785,"499,333",{28;9}_SiteColibriView.png,{28;9}_SiteColibriView2.png
1410,11,6209,18,15811,"471,667",{28;10}_SiteColibriView.png,{28;10}_SiteColibriView2.png
1411,6,5120,12,12339,"589,333",{28;11}_SiteColibriView.png,{28;11}_SiteColibriView2.png
1412,9,5531,15,13619,"522,000",{28;12}_SiteColibriView.png,{28;12}_SiteColibriView2.png
1413,8,4509,11,11219,"594,333",{28;13}_SiteColibriView.png,{28;13}_SiteColibriView2.png
1414,9,5939,14,15161,"510,333",{28;14}_SiteColibriView.png,{28;14}_SiteColibriView2.png
1415,11,5873,16,15019,"495,667",{28;15}_SiteColibriView.png,{28;15}_SiteColibriView2.png
1416,8,4079,11,8939,"697,000",{28;16}_SiteColibriView.png,{28;16}_SiteColibriView2.png
1417,7,3778,11,8873,"734,333",{28;17}_SiteColibriView.png,{28;17}_SiteColibriView2.png
1418,9,5547,15,13527,"514,000",{28;18}_SiteColibriView.png,{28;18}_SiteColibriView2.png
1419,5,3899,10,8711,"719,000",{28;19}_SiteColibriView.png,{28;19}_SiteColibriView2.png
1420,9,5346,13,12914,"530,000",{28;20}_SiteColibriView.png,{28;20}_SiteColibriView2.png
1421,8,5805,14,14188,"526,000",{28;21}_SiteColibriView.png,{28;21}_SiteColibriView2.png
1422,7,4420,12,11023,"574,333",{28;22}_SiteColibriView.png,{28;22}_SiteColibriView2.png
1423,9,4142,13,9308,"669,667",{28;23}_SiteColibriView.png,{28;23}_SiteColibriView2.png
1424,8,3975,12,9128,"690,000",{28;24}_SiteColibriView.png,{28;24}_SiteColibriView2.png
1425,8,4407,11,10333,"604,667",{28;25}_SiteColibriView.png,{28;25}_SiteColibriView2.png
1426,5,4352,10,10845,"621,333",{28;26}_SiteColibriView.png,{28;26}_SiteColibriView2.png
1427,6,4358,12,9938,"638,667",{28;27}_SiteColibriView.png,{28;27}_SiteColibriView2.png
1428,5,3880,9,8975,"704,333",{28;28}_SiteColibriView.png,{28;28}_SiteColibriView2.png
1429,8,5754,16,14481,"503,000",{28;29}_SiteColibriView.png,{28;29}_SiteColibriView2.png
1430,11,5833,15,15081,"499,333",{28;30}_SiteColibriView.png,{28;30}_SiteColibriView2.png
1431,8,5154,16,12623,"534,333",{28;31}_SiteColibriView.png,{28;31}_SiteColibriView2.png
1432,11,5746,18,14705,"499,333",{28;32}_SiteColibriView.png,{28;32}_SiteColibriView2.png
1433,8,4368,11,9180,"669,667",{28;33}_SiteColibriView.png,{28;33}_SiteColibriView2.png
1434,6,3786,9,8304,"734,333",{28;34}_SiteColibriView.png,{28;34}_SiteColibriView2.png
1435,6,4078,10,9316,"683,000",{28;35}_SiteColibriView.png,{28;35}_SiteColibriView2.png
1436,9,4198,13,9643,"663,333",{28;36}_SiteColibriView.png,{28;36}_SiteColibriView2.png
1437,7,4428,9,10637,"604,667",{28;37}_SiteColibriView.png,{28;37}_SiteColibriView2.png
1438,5,4343,10,10204,"638,667",{28;38}_SiteColibriView.png,{28;38}_SiteColibriView2.png
1439,7,5291,9,13191,"555,667",{28;39}_SiteColibriView.png,{28;39}_SiteColibriView2.png
1440,7,4365,12,9727,"657,000",{28;40}_SiteColibriView.png,{28;40}_SiteColibriView2.png
1441,7,4913,11,11856,"547,000",{28;41}_SiteColibriView.png,{28;41}_SiteColibriView2.png
1442,7,4731,12,11423,"565,000",{28;42}_SiteColibriView.png,{28;42}_SiteColibriView2.png
1443,8,4874,11,11575,"584,333",{28;43}_SiteColibriView.png,{28;43}_SiteColibriView2.png
1444,6,4171,9,10084,"632,667",{28;44}_SiteColibriView.png,{28;44}_SiteColibriView2.png
1445,7,3663,11,8798,"742,333",{28;45}_SiteColibriView.png,{28;45}_SiteColibriView2.png
1446,8,3864,11,8529,"719,000",{28;46}_SiteColibriView.png,{28;46}_SiteColibriView2.png
1447,8,5431,16,13145,"514,000",{28;47}_SiteColibriView.png,{28;47}_SiteColibriView2.png
1448,8,4651,11,11631,"574,333",{28;48}_SiteColibriView.png,{28;48}_SiteColibriView2.png
1449,7,4953,11,11788,"565,000",{28;49}_SiteColibriView.png,{28;49}_SiteColibriView2.png
1450,5,3899,10,8711,"719,000",{29;0}_SiteColibriView.png,{29;0}_SiteColibriView2.png
1451,5,3513,9,7863,"758,667",{29;1}_SiteColibriView.png,{29;1}_SiteColibriView2.png
1452,5,3412,9,7868,"726,667",{29;2}_SiteColibriView.png,{29;2}_SiteColibriView2.png
1453,12,7288,16,17496,"468,333",{29;3}_SiteColibriView.png,{29;3}_SiteColibriView2.png
1454,6,4126,9,9596,"676,333",{29;4}_SiteColibriView.png,{29;4}_SiteColibriView2.png
1455,11,6473,18,16796,"465,333",{29;5}_SiteColibriView.png,{29;5}_SiteColibriView2.png
1456,8,5461,18,13471,"503,000",{29;6}_SiteColibriView.png,{29;6}_SiteColibriView2.png
1457,10,6295,14,14785,"499,333",{29;7}_SiteColibriView.png,{29;7}_SiteColibriView2.png
1458,11,6557,17,16692,"471,667",{29;8}_SiteColibriView.png,{29;8}_SiteColibriView2.png
1459,9,5939,17,14871,"499,333",{29;9}_SiteColibriView.png,{29;9}_SiteColibriView2.png
1460,9,5547,15,13527,"514,000",{29;10}_SiteColibriView.png,{29;10}_SiteColibriView2.png
1461,6,5120,12,12339,"589,333",{29;11}_SiteColibriView.png,{29;11}_SiteColibriView2.png
1462,7,4913,11,11856,"547,000",{29;12}_SiteColibriView.png,{29;12}_SiteColibriView2.png
1463,11,6463,16,16551,"475,000",{29;13}_SiteColibriView.png,{29;13}_SiteColibriView2.png
1464,8,4407,11,10333,"604,667",{29;14}_SiteColibriView.png,{29;14}_SiteColibriView2.png
1465,6,4171,9,10084,"632,667",{29;15}_SiteColibriView.png,{29;15}_SiteColibriView2.png
1466,11,6209,18,15811,"471,667",{29;16}_SiteColibriView.png,{29;16}_SiteColibriView2.png
1467,6,3731,9,8376,"711,333",{29;17}_SiteColibriView.png,{29;17}_SiteColibriView2.png
1468,8,4651,11,11631,"574,333",{29;18}_SiteColibriView.png,{29;18}_SiteColibriView2.png
1469,7,4420,12,11023,"574,333",{29;19}_SiteColibriView.png,{29;19}_SiteColibriView2.png
1470,7,4731,12,11423,"565,000",{29;20}_SiteColibriView.png,{29;20}_SiteColibriView2.png
1471,9,6317,18,16469,"492,000",{29;21}_SiteColibriView.png,{29;21}_SiteColibriView2.png
1472,8,4874,11,11575,"584,333",{29;22}_SiteColibriView.png,{29;22}_SiteColibriView2.png
1473,8,5154,16,12623,"534,333",{29;23}_SiteColibriView.png,{29;23}_SiteColibriView2.png
1474,5,3880,9,8975,"704,333",{29;24}_SiteColibriView.png,{29;24}_SiteColibriView2.png
1475,11,5495,15,13571,"526,000",{29;25}_SiteColibriView.png,{29;25}_SiteColibriView2.png
1476,7,4691,12,11484,"569,667",{29;26}_SiteColibriView.png,{29;26}_SiteColibriView2.png
1477,5,3899,10,8711,"719,000",{29;27}_SiteColibriView.png,{29;27}_SiteColibriView2.png
1478,8,5431,16,13145,"514,000",{29;28}_SiteColibriView.png,{29;28}_SiteColibriView2.png
1479,9,5709,14,13846,"518,000",{29;29}_SiteColibriView.png,{29;29}_SiteColibriView2.png
1480,8,4368,11,9180,"669,667",{29;30}_SiteColibriView.png,{29;30}_SiteColibriView2.png
1481,9,4142,13,9308,"669,667",{29;31}_SiteColibriView.png,{29;31}_SiteColibriView2.png
1482,9,5531,15,13619,"522,000",{29;32}_SiteColibriView.png,{29;32}_SiteColibriView2.png
1483,9,3946,13,9145,"690,000",{29;33}_SiteColibriView.png,{29;33}_SiteColibriView2.png
1484,8,4509,11,11219,"594,333",{29;34}_SiteColibriView.png,{29;34}_SiteColibriView2.png
1485,7,5291,9,13191,"555,667",{29;35}_SiteColibriView.png,{29;35}_SiteColibriView2.png
1486,6,4203,14,9884,"657,000",{29;36}_SiteColibriView.png,{29;36}_SiteColibriView2.png
1487,7,4428,9,10637,"604,667",{29;37}_SiteColibriView.png,{29;37}_SiteColibriView2.png
1488,9,5346,13,12914,"530,000",{29;38}_SiteColibriView.png,{29;38}_SiteColibriView2.png
1489,5,4343,10,10204,"638,667",{29;39}_SiteColibriView.png,{29;39}_SiteColibriView2.png
1490,9,5939,14,15161,"510,333",{29;40}_SiteColibriView.png,{29;40}_SiteColibriView2.png
1491,6,4078,10,9316,"683,000",{29;41}_SiteColibriView.png,{29;41}_SiteColibriView2.png
1492,8,5805,14,14188,"526,000",{29;42}_SiteColibriView.png,{29;42}_SiteColibriView2.png
1493,8,5754,16,14481,"503,000",{29;43}_SiteColibriView.png,{29;43}_SiteColibriView2.png
1494,6,3909,10,8901,"697,000",{29;44}_SiteColibriView.png,{29;44}_SiteColibriView2.png
1495,8,5626,14,13570,"538,333",{29;45}_SiteColibriView.png,{29;45}_SiteColibriView2.png
1496,7,5021,11,11453,"584,333",{29;46}_SiteColibriView.png,{29;46}_SiteColibriView2.png
1497,7,4953,11,11788,"565,000",{29;47}_SiteColibriView.png,{29;47}_SiteColibriView2.png
1498,9,5699,16,13890,"510,333",{29;48}_SiteColibriView.png,{29;48}_SiteColibriView2.png
1499,5,3880,9,8975,"704,333",{29;49}_SiteColibriView.png,{29;49}_SiteColibriView2.png
1500,5,3880,9,8975,"704,333",{30;0}_SiteColibriView.png,{30;0}_SiteColibriView2.png
1501,11,6473,18,16796,"465,333",{30;1}_SiteColibriView.png,{30;1}_SiteColibriView2.png
1502,5,3412,9,7868,"726,667",{30;2}_SiteColibriView.png,{30;2}_SiteColibriView2.png
1503,12,7288,16,17496,"468,333",{30;3}_SiteColibriView.png,{30;3}_SiteColibriView2.png
1504,11,6209,18,15811,"471,667",{30;4}_SiteColibriView.png,{30;4}_SiteColibriView2.png
1505,5,3513,9,7863,"758,667",{30;5}_SiteColibriView.png,{30;5}_SiteColibriView2.png
1506,5,3412,9,7868,"726,667",{30;6}_SiteColibriView.png,{30;6}_SiteColibriView2.png
1507,11,6557,17,16692,"471,667",{30;7}_SiteColibriView.png,{30;7}_SiteColibriView2.png
1508,10,6295,14,14785,"499,333",{30;8}_SiteColibriView.png,{30;8}_SiteColibriView2.png
1509,6,5187,10,12828,"565,000",{30;9}_SiteColibriView.png,{30;9}_SiteColibriView2.png
1510,9,5699,14,14510,"518,000",{30;10}_SiteColibriView.png,{30;10}_SiteColibriView2.png
1511,6,4171,9,10084,"632,667",{30;11}_SiteColibriView.png,{30;11}_SiteColibriView2.png
1512,9,5699,16,13890,"510,333",{30;12}_SiteColibriView.png,{30;12}_SiteColibriView2.png
1513,7,3697,11,8565,"719,000",{30;13}_SiteColibriView.png,{30;13}_SiteColibriView2.png
1514,5,4343,10,10204,"638,667",{30;14}_SiteColibriView.png,{30;14}_SiteColibriView2.png
1515,9,6092,15,15148,"503,000",{30;15}_SiteColibriView.png,{30;15}_SiteColibriView2.png
1516,9,4526,13,10781,"594,333",{30;16}_SiteColibriView.png,{30;16}_SiteColibriView2.png
1517,8,5094,16,12461,"542,667",{30;17}_SiteColibriView.png,{30;17}_SiteColibriView2.png
1518,6,4203,14,9884,"657,000",{30;18}_SiteColibriView.png,{30;18}_SiteColibriView2.png
1519,8,5805,14,14188,"526,000",{30;19}_SiteColibriView.png,{30;19}_SiteColibriView2.png
1520,7,4700,9,11267,"589,333",{30;20}_SiteColibriView.png,{30;20}_SiteColibriView2.png
1521,7,4810,12,11766,"555,667",{30;21}_SiteColibriView.png,{30;21}_SiteColibriView2.png
1522,6,3731,9,8376,"711,333",{30;22}_SiteColibriView.png,{30;22}_SiteColibriView2.png
1523,9,5939,17,14871,"499,333",{30;23}_SiteColibriView.png,{30;23}_SiteColibriView2.png
1524,8,4651,11,11631,"574,333",{30;24}_SiteColibriView.png,{30;24}_SiteColibriView2.png
1525,8,4501,11,10887,"579,333",{30;25}_SiteColibriView.png,{30;25}_SiteColibriView2.png
1526,5,3899,10,8711,"719,000",{30;26}_SiteColibriView.png,{30;26}_SiteColibriView2.png
1527,9,5547,15,13527,"514,000",{30;27}_SiteColibriView.png,{30;27}_SiteColibriView2.png
1528,7,4428,9,10637,"604,667",{30;28}_SiteColibriView.png,{30;28}_SiteColibriView2.png
1529,8,5190,12,12845,"538,333",{30;29}_SiteColibriView.png,{30;29}_SiteColibriView2.png
1530,11,6387,16,16221,"488,667",{30;30}_SiteColibriView.png,{30;30}_SiteColibriView2.png
1531,6,4126,9,9596,"676,333",{30;31}_SiteColibriView.png,{30;31}_SiteColibriView2.png
1532,9,5161,13,13137,"538,333",{30;32}_SiteColibriView.png,{30;32}_SiteColibriView2.png
1533,5,3940,10,9038,"697,000",{30;33}_SiteColibriView.png,{30;33}_SiteColibriView2.png
1534,6,3768,9,8351,"683,000",{30;34}_SiteColibriView.png,{30;34}_SiteColibriView2.png
1535,8,5461,18,13471,"503,000",{30;35}_SiteColibriView.png,{30;35}_SiteColibriView2.png
1536,7,4913,11,11856,"547,000",{30;36}_SiteColibriView.png,{30;36}_SiteColibriView2.png
1537,6,4204,14,9993,"650,667",{30;37}_SiteColibriView.png,{30;37}_SiteColibriView2.png
1538,9,5939,14,15161,"510,333",{30;38}_SiteColibriView.png,{30;38}_SiteColibriView2.png
1539,6,5120,12,12339,"589,333",{30;39}_SiteColibriView.png,{30;39}_SiteColibriView2.png
1540,9,5699,16,13890,"510,333",{30;40}_SiteColibriView.png,{30;40}_SiteColibriView2.png
1541,9,5346,13,12914,"530,000",{30;41}_SiteColibriView.png,{30;41}_SiteColibriView2.png
1542,8,4407,11,10333,"604,667",{30;42}_SiteColibriView.png,{30;42}_SiteColibriView2.png
1543,7,5291,9,13191,"555,667",{30;43}_SiteColibriView.png,{30;43}_SiteColibriView2.png
1544,8,4368,11,9180,"669,667",{30;44}_SiteColibriView.png,{30;44}_SiteColibriView2.png
1545,11,6463,16,16551,"475,000",{30;45}_SiteColibriView.png,{30;45}_SiteColibriView2.png
1546,9,6317,18,16469,"492,000",{30;46}_SiteColibriView.png,{30;46}_SiteColibriView2.png
1547,9,4142,13,9308,"669,667",{30;47}_SiteColibriView.png,{30;47}_SiteColibriView2.png
1548,8,5154,16,12623,"534,333",{30;48}_SiteColibriView.png,{30;48}_SiteColibriView2.png
1549,7,5021,11,11453,"584,333",{30;49}_SiteColibriView.png,{30;49}_SiteColibriView2.png
1550,5,3412,9,7868,"726,667",{31;0}_SiteColibriView.png,{31;0}_SiteColibriView2.png
1551,5,3513,9,7863,"758,667",{31;1}_SiteColibriView.png,{31;1}_SiteColibriView2.png
1552,7,4700,9,11267,"589,333",{31;2}_SiteColibriView.png,{31;2}_SiteColibriView2.png
1553,5,3513,9,7863,"758,667",{31;3}_SiteColibriView.png,{31;3}_SiteColibriView2.png
1554,11,6209,18,15811,"471,667",{31;4}_SiteColibriView.png,{31;4}_SiteColibriView2.png
1555,11,6473,18,16796,"465,333",{31;5}_SiteColibriView.png,{31;5}_SiteColibriView2.png
1556,5,4075,9,9078,"697,000",{31;6}_SiteColibriView.png,{31;6}_SiteColibriView2.png
1557,12,7288,16,17496,"468,333",{31;7}_SiteColibriView.png,{31;7}_SiteColibriView2.png
1558,12,7288,16,17496,"468,333",{31;8}_SiteColibriView.png,{31;8}_SiteColibriView2.png
1559,11,6649,17,17010,"465,333",{31;9}_SiteColibriView.png,{31;9}_SiteColibriView2.png
1560,9,5547,15,13527,"514,000",{31;10}_SiteColibriView.png,{31;10}_SiteColibriView2.png
1561,9,5699,16,13890,"510,333",{31;11}_SiteColibriView.png,{31;11}_SiteColibriView2.png
1562,11,6557,17,16692,"471,667",{31;12}_SiteColibriView.png,{31;12}_SiteColibriView2.png
1563,11,6158,16,15220,"488,667",{31;13}_SiteColibriView.png,{31;13}_SiteColibriView2.png
1564,6,4838,10,11719,"610,333",{31;14}_SiteColibriView.png,{31;14}_SiteColibriView2.png
1565,9,5699,14,14510,"518,000",{31;15}_SiteColibriView.png,{31;15}_SiteColibriView2.png
1566,8,5461,18,13471,"503,000",{31;16}_SiteColibriView.png,{31;16}_SiteColibriView2.png
1567,11,6463,16,16551,"475,000",{31;17}_SiteColibriView.png,{31;17}_SiteColibriView2.png
1568,6,4203,14,9884,"657,000",{31;18}_SiteColibriView.png,{31;18}_SiteColibriView2.png
